9/13 18:35:30.417  SPELL_CAST_FAILED,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34026,"Kill Command",0x1,"You can't do that yet"
9/13 18:35:30.417  SPELL_CAST_FAILED,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34120,"Steady Shot",0x1,"Not yet recovered"
9/13 18:35:31.367  SWING_DAMAGE,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,241,1,0,0,0,nil,nil,nil
9/13 18:35:31.584  SPELL_CAST_FAILED,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34026,"Kill Command",0x1,"You can't do that yet"
9/13 18:35:31.667  SPELL_CAST_START,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34120,"Steady Shot",0x1
9/13 18:35:31.867  RANGE_DAMAGE,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,75,"Auto Shot",0x1,575,1,0,0,0,nil,nil,nil
9/13 18:35:31.967  SPELL_HEAL,0x0000000000002684,"Lev",0x511,0xF14000FACB0004F6,"Penfold",0x1111,37382,"Health Link",0x2,86,nil
9/13 18:35:32.519  SPELL_AURA_REMOVED,0x0000000000000000,nil,0x80000000,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,5116,"Concussive Shot",0x40,DEBUFF
9/13 18:35:32.768  SWING_DAMAGE,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,243,1,0,0,0,nil,nil,nil
9/13 18:35:33.367  SPELL_CAST_FAILED,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34026,"Kill Command",0x1,"You can't do that yet"
9/13 18:35:33.466  SPELL_CAST_START,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34120,"Steady Shot",0x1
9/13 18:35:33.567  SPELL_DAMAGE,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,34120,"Steady Shot",0x1,582,1,0,0,0,nil,nil,nil
9/13 18:35:33.567  SPELL_HEAL,0x0000000000002684,"Lev",0x511,0xF14000FACB0004F6,"Penfold",0x1111,37382,"Health Link",0x2,87,nil
9/13 18:35:33.767  RANGE_DAMAGE,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,75,"Auto Shot",0x1,1356,1,0,0,0,1,nil,nil
9/13 18:35:33.967  SPELL_ENERGIZE,0x0000000000002684,"Lev",0x511,0xF14000FACB0004F6,"Penfold",0x1111,34953,"Go for the Throat",0x1,50,2
9/13 18:35:33.967  SPELL_HEAL,0x0000000000002684,"Lev",0x511,0xF14000FACB0004F6,"Penfold",0x1111,37382,"Health Link",0x2,203,nil
9/13 18:35:34.117  SWING_DAMAGE,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,243,1,0,0,0,nil,nil,nil
9/13 18:35:34.184  SPELL_CAST_FAILED,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34120,"Steady Shot",0x1,"Interrupted"
9/13 18:35:34.184  SWING_MISSED,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,0x0000000000002684,"Lev",0x511,DODGE
9/13 18:35:34.484  SPELL_AURA_REMOVED,0x0000000000000000,nil,0x80000000,0xF14000FACB0004F6,"Penfold",0x1111,19574,"Bestial Wrath",0x1,BUFF
9/13 18:35:34.484  SPELL_AURA_REMOVED,0x0000000000000000,nil,0x80000000,0x0000000000002684,"Lev",0x511,34471,"The Beast Within",0x1,BUFF
9/13 18:35:35.217  SWING_MISSED,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,DODGE
9/13 18:35:35.466  SWING_MISSED,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,MISS
9/13 18:35:35.466  SWING_DAMAGE,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,179,1,0,0,0,nil,nil,nil
9/13 18:35:35.883  SPELL_CAST_SUCCESS,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,36916,"Mongoose Bite",0x1
